reviewId,userName,content,score,appVersion
ffcff197-679b-4d08-8f6a-db76a08ad62c,Hiep Xnxx,Sao mà lấy mã lâu v??,1,
2644b37b-96ab-47fd-a249-057c037649ff,Kim Trieu,Không nhận được code SMS,1,10.9.1
7e58b6f5-6ed7-4563-8f98-84bcd9c11dcc,Tuấn,Đé* làm cái khỉ gì cũng bị band . Gửi mail hỗ trợ cũng ko rep . App như bù*i,1,9.6.7
54ac005e-9b18-4621-8521-63ef21341078,Tuổi Gì,Ok,5,10.9.1
6735e872-0ac5-43e2-973e-b3d257382bbc,unlimitdorar,"Lỗi âm thanh thông báo, tin nhắn đến chỉ rung mà không có âm thanh. Lỗi đã bị rất lâu nhưng không thấy sửa",2,10.9.1
94507146-8962-4ffc-8be9-321c2e220f2f,Dang Toan,Dung rat ok,5,10.9.0
5ca16ef6-1797-43d9-b4c4-07d6bafdb4ed,Ngọc Nguyễn,Ứng dụng quá giở k,1,10.9.1
58350382-274a-4b1b-95ba-47248c596baa,Binh Quang,Tuyệt vơi,4,10.9.1
610aea3d-48f2-477b-b12c-04f0dd05ee98,Linh Huynh,Trên đây toàn phim heo với lừa đảo thôi,1,
d765c441-ba6d-41e1-b571-99c6cf4dbb40,Pham Hoa,Ok ok ok,5,10.9.1
cddae5c5-62c1-48ce-b4dd-4f4b15215372,Ngọc Nam Đặng,Có mấy em ngon thật,5,
2bc05579-f661-47f2-aeb0-85e62818610a,Quyết Anh quyết,Vol ok,5,10.9.1
aca4cd46-ab93-43f8-ad7b-c18e5444d2a1,Phone Alo,tố,5,10.9.1
6272d9f1-d32e-4428-b841-bc4210d74f7b,Hoàng An Lâm,Như cái qq,1,
1a8cd66d-e1d3-417e-bfed-c0d6f0c59def,Quốc Tuyên Nguyễn,Ok,5,10.9.1
ecd1b3c3-144c-4b30-ac4f-5500de8a7936,Luong Hoang,Cũng hay đấy,5,10.9.1
113b2c5d-4192-44dd-80e6-d87f15669e1a,Huan Tran,Gagj,5,10.9.1
69b7a1d4-20ed-41ba-b985-b00c676890f3,Dung Nhi,Ứng dụng tiếp tay cho bọn lừa đảo chiếm đoạt tài sản qua mạng internet,1,
6f04c9c2-d240-4f58-acb9-77b2445ec35d,Hhhh Hhhh,Tải về chỉ để coi sếch,5,
ba311332-d967-415a-b038-2a46400af558,Phương Danh,Tốt,5,
fd12c87e-0cb4-4c2f-98b6-845403284345,Thu Hà,Đăng nhập mà app k gửi mã về. App quá tệ,1,
25ab1338-79b4-44dc-b1d0-8976ee35a7c9,Tiến Giang,Rất tốt,5,10.9.1
32401c3a-44b1-4396-8012-6b1f1af04f7d,Tu Ta,Tạo tài khoản mà chờ code mấy ngày cũng k đc sđt k có số 0 ở đầu cũng vậy làm đủ mọi cách cũng k đc đổi sđt khác cũng vậy,2,10.9.1
708f7310-1b62-470b-8628-cef01ef043c8,Tuyen Hoang,"App không bảo mật được quyền riêng tư ,và không có tiếng việt",2,10.9.1
143b2e7c-8dc9-4a13-9157-60effe88185e,Huynh84 Nga,Ok,5,10.9.1
9fe31867-e251-4e4a-9e08-21952fcb3dbd,Tịnh Nguyễn,Quá hay,5,10.9.1
354fbe08-9757-469c-a670-b48c0df0452a,Dũng Phạm quốc,Ok,5,
26ecbd56-bb77-45a3-89ba-dc23b26955ab,VÂN Danh,"Ứng dụng xóa mọi thông tin sinh ra có lợi cho BỌN LỪA ĐẢO dùng , t đã bị lừa tiền trên ứng dụng này , ko báo cáo xóa tài khoản hay làm gì dc bọn nó.",1,10.9.1
6d42e9ee-7a65-4dfd-a30c-84220f6cf1a4,Chat Tran,Ok,5,10.9.1
12314eb5-9e90-4680-8d49-3c07c5e76882,Viet Pham,OK,5,10.9.1
43e73890-1893-4beb-bed7-1b57d0566759,Hân hana,Sao Việt tai được vậy,2,
c9e40315-0236-4db5-9445-a73d74250d28,Thy Le,Gôd,3,10.9.1
b836305a-e01c-4862-a844-1f112cd3f3de,Dac Vinh,faN mU,5,10.8.2
ed92a1ed-436b-4369-b414-0a52875ec818,Trung A,Ok,5,10.8.2
5fa50ee9-b5db-4e63-8b3e-e21ccc57ab29,Khanh Huynh,Ok,5,10.9.1
eb17363d-6e73-4225-bd00-febb371c62df,Minh Vương Võ,Ok,5,
4d7a278a-6ca7-4098-a6fe-21b7cf39a38a,Quang Nguyen Minh,"Trần Thảo Nhi tiếp tay cho bọn lừa đảo, sớm muộn mi cũng sẽ nhận quả báo",1,
cfacc5e0-bbaf-4f64-975e-bd514d1a75bc,văn đinh,"sdt có yc gì đăng ký ko ạ, sao mình nhập sdt vào lại kh được nhỉ",3,10.9.1
